Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,MACD,MACD Signal,MACD Hist,Stoch %K,Stoch %D,VWAP,Why This Stock,Future Pred (5d),Risk Indicator,notes,Leadership Rank,Tier,Rank Change
TSM,Technology,276.46,-1.97,26.2,39.82,Neutral,3.29,289.4102,Bearish,★★☆☆☆ →,-5.98,0.0,-4.47,No,Not expected,Not imminent,2.2,Increasing,0.05,-5.98,-3.9087,-1.5201,-2.3887,21.73,24.83,212.8344,Above VWAP,273.15,Low,,1423.5,,-
RELY,Technology,12.73,1.03,26.19,33.23,Neutral,6.3,14.0601,Bearish,★★☆☆☆ →,-21.32,0.0,-9.46,No,Not expected,Not imminent,1.9,Increasing,0.0,-21.32,-0.8917,-0.8035,-0.0883,10.57,7.89,19.044,Balanced metrics,12.19,High,,1813.0,,-
SFM,Consumer Defensive,80.58,-2.42,26.18,31.47,Neutral,6.27,87.7544,Bearish,★★☆☆☆ →,-3.71,0.0,-8.17,No,Not expected,Not imminent,2.2,Decreasing,0.01,-3.71,-4.3168,-5.6685,1.3517,29.26,22.81,138.0462,Bullish MACD,79.99,High,,1248.5,,-
PEGA,Technology,53.91,-1.35,26.16,32.71,Neutral,3.65,58.7072,Bearish,★★☆☆☆ →,-11.68,0.0,-8.17,No,Not expected,Not imminent,2.1,Decreasing,0.04,-11.68,-1.4964,-0.4605,-1.0359,6.32,8.12,49.1964,Above VWAP,52.65,Low,,1656.5,,-
GGAL,Financial Services,50.36,-2.14,26.15,54.53,Neutral,5.8,50.4863,Neutral,★★☆☆☆ →,-15.02,0.0,-0.25,No,Not expected,Not imminent,1.8,Decreasing,0.0,-15.02,1.6221,3.5482,-1.9261,15.47,30.82,47.5594,Above VWAP,48.85,High,,1727.0,,-
NVDY,Unknown,14.85,-2.08,26.11,42.42,Neutral,3.62,15.4225,Bearish,★★☆☆☆ →,-7.26,0.0,-3.68,No,Not expected,Not imminent,2.2,Increasing,0.06,-7.26,-0.119,0.0173,-0.1364,26.42,31.32,13.416,Above VWAP,14.64,Low,,1500.0,,-
AAON,Industrials,90.85,-1.2,26.07,40.3,Neutral,7.18,97.878,Bearish,★★☆☆☆ →,1.02,0.0,-7.18,No,Not expected,Not imminent,2.1,Increasing,0.0,1.02,-1.8547,-0.4424,-1.4123,12.74,20.39,90.862,Balanced metrics,91.04,High,,607.5,,-
HELE,Consumer Defensive,17.45,-0.57,26.06,33.77,Neutral,5.85,19.3773,Bearish,★★☆☆☆ →,-10.01,0.0,-9.95,No,Not expected,Not imminent,1.8,Increasing,0.0,-10.01,-0.6408,-0.5208,-0.12,9.28,21.28,33.1197,Balanced metrics,17.1,High,,1618.5,,-
YINN,Unknown,45.88,-2.11,26.05,40.34,Neutral,4.71,49.123,Bearish,★★☆☆☆ →,-0.84,0.0,-6.6,No,Not expected,Not imminent,1.8,Decreasing,0.02,-0.84,-0.6112,-0.2585,-0.3528,19.83,38.71,36.7636,Above VWAP,45.8,Low,,912.5,,-
PHM,Consumer Cyclical,113.08,-0.7,26.02,28.0,Oversold,2.3,119.4765,Bearish,★★☆☆☆ ↑,-5.48,0.0,-5.35,No,Not expected,Not imminent,1.8,Decreasing,0.01,-5.48,-1.8483,-1.3644,-0.4839,18.48,31.97,113.4418,Balanced metrics,111.85,Low,,1389.0,,-
FCEL,Industrials,6.84,3.95,26.01,42.2,Neutral,11.9,7.6629,Bearish,★★☆☆☆ →,-7.57,0.0,-10.74,No,Not expected,Not imminent,2.0,Increasing,0.0,-7.57,-0.402,-0.3127,-0.0892,9.71,13.8,7.4725,Balanced metrics,6.74,High,,1517.5,,-
RHI,Industrials,26.0,-0.57,26.0,33.01,Neutral,4.01,27.6057,Bearish,★★☆☆☆ →,2.04,0.0,-5.82,No,Not expected,Not imminent,1.7,Decreasing,0.0,2.04,-0.6967,-0.9397,0.243,28.26,37.91,43.2739,Bullish MACD,26.11,Low,,505.5,,-
FLR,Industrials,40.89,-0.56,25.91,34.17,Neutral,5.51,44.9849,Bearish,★★☆☆☆ →,-11.53,0.0,-9.1,No,Not expected,Not imminent,1.7,Increasing,0.01,-11.53,-1.49,-0.6892,-0.8008,5.99,10.8,44.3036,Balanced metrics,39.95,High,,1653.0,,-
MHK,Consumer Cyclical,103.17,-0.78,25.89,25.22,Oversold,2.56,111.9562,Bearish,★★☆☆☆ ↑,-6.76,0.0,-7.85,No,Not expected,Not imminent,1.8,Decreasing,0.0,-6.76,-3.8569,-3.6988,-0.1581,3.32,6.14,117.429,Balanced metrics,101.78,Low,,1467.0,,-
BRCB,Consumer Cyclical,20.81,-1.56,25.88,34.02,Neutral,7.68,23.4379,Bearish,★★☆☆☆ →,-15.65,0.0,-11.21,No,Not expected,Not imminent,1.5,Increasing,0.02,-15.65,-0.8376,-0.3958,-0.4418,10.49,14.15,25.1173,Balanced metrics,20.16,High,,1739.0,,-
AMPL,Technology,9.89,-0.7,25.86,43.96,Neutral,5.65,10.2725,Bearish,★★☆☆☆ →,4.32,0.0,-3.72,No,Not expected,Not imminent,1.6,Increasing,0.0,4.32,0.049,0.0787,-0.0298,39.79,55.06,11.3142,Balanced metrics,9.98,High,,327.0,,-
ATAT,Consumer Cyclical,37.63,-3.7,25.86,43.84,Neutral,4.46,39.069,Bearish,★★☆☆☆ →,-5.11,0.0,-3.67,No,Not expected,Not imminent,1.8,Increasing,0.06,-5.11,0.069,0.4284,-0.3594,34.26,48.21,31.3346,Above VWAP,37.25,Low,,1351.0,,-
GRPN,Communication Services,16.84,-1.23,25.85,34.46,Neutral,8.41,19.2344,Bearish,★★☆☆☆ →,-11.65,0.0,-12.45,No,Not expected,Not imminent,2.1,Increasing,0.01,-11.65,-0.8677,-0.6787,-0.189,11.95,22.12,21.1059,Balanced metrics,16.45,High,,1655.0,,-
COIN,Financial Services,267.66,1.41,25.84,34.45,Neutral,7.69,308.2435,Bearish,★★☆☆☆ →,-12.91,0.0,-13.17,No,Not expected,Not imminent,1.8,Increasing,0.01,-12.91,-17.0806,-11.9915,-5.0892,10.18,10.84,292.145,Balanced metrics,260.75,High,,1683.0,,-
FWRG,Consumer Cyclical,16.17,-1.97,25.81,41.84,Neutral,5.9,17.0209,Bearish,★★☆☆☆ →,-8.1,0.0,-4.97,No,Not expected,Not imminent,2.0,Increasing,0.0,-8.1,-0.1962,-0.0454,-0.1508,34.63,40.57,17.4682,Balanced metrics,15.91,High,,1545.0,,-
DB,Financial Services,34.18,-2.67,25.75,39.91,Neutral,2.64,36.0149,Bearish,★★☆☆☆ →,-4.68,0.0,-5.09,No,Not expected,Not imminent,2.0,Increasing,0.14,-4.68,0.0782,0.4541,-0.3759,23.78,50.97,26.8451,Above VWAP,33.86,Low,,1322.0,,-
PGY,Technology,21.92,-1.7,25.74,34.61,Neutral,10.29,25.8453,Bearish,★★☆☆☆ →,-12.88,0.0,-15.19,No,Not expected,Not imminent,2.1,Increasing,0.02,-12.88,-1.4227,-1.1383,-0.2844,12.58,16.66,22.815,Balanced metrics,21.36,High,,1682.0,,-
PATH,Technology,13.47,-0.37,25.73,39.17,Neutral,6.55,14.5601,Bearish,★★☆☆☆ →,-5.61,0.0,-7.49,No,Not expected,Not imminent,1.9,Decreasing,0.02,-5.61,-0.4664,-0.304,-0.1625,8.63,11.76,13.2471,Above VWAP,13.32,High,,1396.0,,-
DXC,Technology,12.27,-1.48,25.73,37.58,Neutral,5.05,13.2208,Bearish,★★☆☆☆ →,-9.34,0.0,-7.15,No,Not expected,Not imminent,1.6,Increasing,0.0,-9.34,-0.2186,-0.0559,-0.1628,6.2,16.62,15.8874,Balanced metrics,12.05,High,,1598.0,,-
NVO,Healthcare,47.49,-1.99,25.68,36.48,Neutral,3.73,49.8813,Bearish,★★☆☆☆ →,-1.57,0.0,-4.78,No,Not expected,Not imminent,1.7,Increasing,0.0,-1.57,-1.0975,-1.4474,0.3499,42.31,45.63,64.6396,Bullish MACD,47.35,Low,,1021.0,,-
TWST,Healthcare,25.67,-2.99,25.67,35.3,Neutral,9.25,29.9135,Bearish,★★☆☆☆ →,-14.6,0.0,-14.19,No,Not expected,Not imminent,2.1,Increasing,0.0,-14.6,-1.2622,-0.4703,-0.7919,27.78,29.19,34.9297,Balanced metrics,24.92,High,,1721.0,,-
BMNR,Financial Services,33.11,6.98,25.67,35.16,Neutral,11.07,41.3508,Bearish,★★☆☆☆ →,-16.09,0.0,-19.93,No,Not expected,Not imminent,2.0,Increasing,0.01,-16.09,-4.0175,-3.368,-0.6495,8.08,7.8,50.366,Balanced metrics,32.04,High,,1745.0,,-
SHAK,Consumer Cyclical,85.38,-1.99,25.66,36.74,Neutral,5.4,91.478,Bearish,★★☆☆☆ →,-9.6,0.0,-6.67,No,Not expected,Not imminent,2.3,Increasing,0.01,-9.6,-1.4706,-0.5686,-0.902,20.12,33.94,108.7074,Balanced metrics,83.74,High,,1607.5,,-
MRVL,Technology,79.5,-4.73,25.64,38.3,Neutral,6.57,87.2518,Bearish,★★☆☆☆ →,-9.24,0.0,-8.88,No,Not expected,Not imminent,1.9,Increasing,0.0,-9.24,-1.3236,0.3542,-1.6779,11.14,18.91,79.5595,Balanced metrics,78.03,High,,1594.5,,-
IE,Basic Materials,12.0,-1.72,25.63,40.72,Neutral,7.27,13.2561,Bearish,★★☆☆☆ →,-4.69,0.0,-9.48,No,Not expected,Not imminent,2.0,Decreasing,0.03,-4.69,-0.4854,-0.3562,-0.1292,11.36,19.13,10.125,Above VWAP,11.89,High,,1323.5,,-
VST,Utilities,173.99,-0.57,25.6,38.57,Neutral,5.31,185.0748,Bearish,★★☆☆☆ →,-6.32,0.0,-5.99,No,Not expected,Not imminent,1.8,Decreasing,0.02,-6.32,-5.5343,-4.5653,-0.969,26.01,18.79,160.3348,Above VWAP,171.8,High,,1443.5,,-
AXP,Financial Services,336.27,-1.46,25.6,36.04,Neutral,2.55,355.2379,Bearish,★★☆☆☆ →,-6.72,0.0,-5.34,No,Not expected,Not imminent,2.0,Increasing,0.14,-6.72,-1.7781,3.5001,-5.2782,6.03,22.37,299.7603,Above VWAP,331.75,Low,,1464.0,,-
VERX,Technology,19.71,-1.2,25.56,33.7,Neutral,5.31,21.3375,Bearish,★★☆☆☆ →,-1.0,0.0,-7.63,No,Not expected,Not imminent,1.7,Decreasing,0.0,-1.0,-0.9036,-1.0399,0.1364,22.89,23.85,34.4031,Bullish MACD,19.67,High,,941.0,,-
AESI,Energy,8.73,2.11,25.54,35.82,Neutral,9.99,10.1417,Bearish,★★☆☆☆ →,-17.95,0.0,-13.92,No,Not expected,Not imminent,1.8,Increasing,0.0,-17.95,-0.6584,-0.3693,-0.2891,12.46,11.85,14.4809,Balanced metrics,8.42,High,,1768.5,,-
COHR,Technology,136.46,-1.88,25.5,51.07,Neutral,8.54,138.5631,Bearish,★★☆☆☆ →,6.03,0.0,-1.52,No,Not expected,Not imminent,2.2,Increasing,0.11,6.03,2.8641,5.9817,-3.1175,32.43,38.54,93.1587,Healthy momentum; Above VWAP,138.11,High,,256.0,,-
JACK,Consumer Cyclical,14.33,0.49,25.5,35.98,Neutral,6.79,16.0204,Bearish,★★☆☆☆ →,-14.29,0.0,-10.55,No,Not expected,Not imminent,1.8,Increasing,0.0,-14.29,-0.7509,-0.6362,-0.1147,5.75,7.43,24.7599,Balanced metrics,13.92,High,,1714.0,,-
CRL,Healthcare,161.58,-0.71,25.47,37.32,Neutral,4.04,171.8123,Bearish,★★☆☆☆ →,-9.15,0.0,-5.96,No,Not expected,Not imminent,2.0,Decreasing,0.0,-9.15,-3.7156,-1.9813,-1.7343,13.04,19.1,153.1582,Above VWAP,158.62,Low,,1590.0,,-
UAMY,Basic Materials,6.86,0.15,25.41,41.71,Neutral,13.81,8.134,Bearish,★★☆☆☆ →,-1.58,0.0,-15.66,No,Not expected,Not imminent,2.5,Decreasing,0.03,-1.58,-0.6534,-0.6531,-0.0003,24.32,25.35,6.3284,Above VWAP,6.84,High,,1025.0,,-
SAP,Technology,236.99,-0.8,25.39,25.73,Oversold,2.07,255.2798,Bearish,★★☆☆☆ ↑,-8.72,0.0,-7.17,No,Not expected,Not imminent,2.3,Decreasing,0.01,-8.72,-6.8015,-4.8647,-1.9367,4.23,7.74,272.2615,Balanced metrics,232.85,Low,,1575.0,,-
SLNO,Healthcare,47.75,1.06,25.35,36.44,Neutral,9.94,54.1863,Bearish,★★☆☆☆ →,-25.22,0.0,-11.88,No,Not expected,Not imminent,2.0,Increasing,0.01,-25.22,-3.981,-3.7638,-0.2172,20.45,20.34,64.6573,Balanced metrics,45.34,High,,1847.0,,-
AAP,Consumer Cyclical,49.02,0.18,25.33,41.71,Neutral,6.19,50.8127,Bearish,★★☆☆☆ →,1.93,0.0,-3.53,No,Not expected,Not imminent,2.0,Decreasing,0.01,1.93,-0.8872,-1.1904,0.3032,24.78,28.02,46.5569,Bullish MACD; Above VWAP,49.21,High,,521.0,,-
TEAM,Technology,146.3,0.19,25.32,36.71,Neutral,5.2,156.5364,Bearish,★★☆☆☆ →,-11.33,0.0,-6.54,No,Not expected,Not imminent,2.0,Increasing,0.0,-11.33,-3.5876,-1.4951,-2.0925,5.56,5.9,208.0615,Balanced metrics,142.98,High,,1650.0,,-
CNR,Energy,80.92,1.67,25.26,45.35,Neutral,5.85,83.6461,Bearish,★★☆☆☆ →,5.56,0.0,-3.26,No,Not expected,Not imminent,1.6,Increasing,0.0,5.56,-0.7254,-0.4311,-0.2943,36.42,44.41,81.303,Healthy momentum,81.82,High,,269.0,,-
PRIM,Industrials,118.98,1.56,25.18,37.58,Neutral,5.7,127.6501,Bearish,★★☆☆☆ →,-7.06,0.0,-6.79,No,Not expected,Not imminent,2.2,Decreasing,0.05,-7.06,-4.9058,-3.4939,-1.412,17.64,12.58,88.7354,Above VWAP,117.3,High,,1482.0,,-
LSCC,Technology,63.93,3.56,25.16,41.89,Neutral,5.47,66.5591,Bearish,★★☆☆☆ →,1.11,0.0,-3.95,No,Not expected,Not imminent,2.1,Increasing,0.02,1.11,-1.6584,-1.4374,-0.221,16.84,19.91,57.0033,Above VWAP,64.07,High,,591.5,,-
ORIC,Healthcare,11.99,-0.58,25.13,43.79,Neutral,6.64,12.4895,Bearish,★★☆☆☆ →,-2.52,0.0,-4.0,No,Not expected,Not imminent,1.9,Increasing,0.02,-2.52,-0.1839,-0.097,-0.0868,29.53,27.3,9.687,Above VWAP,11.93,High,,1141.5,,-
STM,Technology,22.11,-2.77,25.12,28.21,Oversold,2.78,24.4142,Bearish,★★☆☆☆ ↑,-5.59,0.0,-9.44,No,Not expected,Not imminent,1.9,Decreasing,0.01,-5.59,-0.8905,-0.8796,-0.0109,7.24,16.63,25.5939,Balanced metrics,21.86,Low,,1394.0,,-
VCYT,Healthcare,38.03,-3.18,25.11,49.62,Neutral,6.17,38.8321,Bearish,★★☆☆☆ →,5.29,0.0,-2.07,No,Not expected,Not imminent,1.8,Increasing,0.0,5.29,0.6035,1.1782,-0.5748,34.18,41.05,32.4615,Healthy momentum; Above VWAP,38.43,High,,277.0,,-
URBN,Consumer Cyclical,61.14,0.05,25.11,35.7,Neutral,4.0,63.9336,Bearish,★★☆☆☆ →,-3.09,0.0,-4.37,No,Not expected,Not imminent,2.0,Increasing,0.01,-3.09,-1.3708,-1.382,0.0112,13.6,18.71,61.0085,Bullish MACD; Above VWAP,60.76,Low,,1197.5,,-
ENOV,Healthcare,28.22,-0.28,25.1,37.63,Neutral,5.29,30.4267,Bearish,★★☆☆☆ →,-10.24,0.0,-7.25,No,Not expected,Not imminent,1.6,Increasing,0.0,-10.24,-0.6481,-0.3695,-0.2786,24.08,36.48,34.818,Balanced metrics,27.64,High,,1625.0,,-
IART,Healthcare,11.31,-3.58,25.09,34.11,Neutral,7.88,12.5954,Bearish,★★☆☆☆ →,0.09,0.0,-10.21,No,Not expected,Not imminent,1.8,Decreasing,0.0,0.09,-0.574,-0.5995,0.0255,14.95,17.89,15.9135,Bullish MACD,11.31,High,,735.5,,-
KNTK,Energy,32.96,0.4,25.08,37.7,Neutral,5.17,35.5015,Bearish,★★☆☆☆ →,-11.97,0.0,-7.16,No,Not expected,Not imminent,2.0,Increasing,0.0,-11.97,-1.1884,-0.9516,-0.2368,13.09,11.63,44.0337,Balanced metrics,32.17,High,,1664.0,,-
GME,Consumer Cyclical,20.22,-1.37,25.03,24.57,Oversold,2.73,21.8352,Bearish,★★☆☆☆ ↑,-8.01,0.0,-7.4,No,Not expected,Not imminent,2.1,Decreasing,0.01,-8.01,-0.6869,-0.6089,-0.078,5.2,6.03,25.8486,Balanced metrics,19.9,Low,,1537.5,,-
INTC,Technology,34.27,-1.27,25.01,39.18,Neutral,4.7,36.9633,Bearish,★★☆☆☆ →,-7.45,0.0,-7.29,No,Not expected,Not imminent,1.9,Decreasing,0.05,-7.45,-0.8231,-0.1219,-0.7012,8.83,10.02,25.1466,Above VWAP,33.76,Low,,1511.0,,-
TPR,Consumer Cyclical,101.35,-0.38,25.0,39.27,Neutral,4.47,106.1044,Bearish,★★☆☆☆ →,-4.74,0.0,-4.48,No,Not expected,Not imminent,2.3,Increasing,0.03,-4.74,-2.6643,-2.4877,-0.1766,40.35,39.14,82.2525,Above VWAP,100.39,Low,,1326.5,,-
CWK,Real Estate,14.86,0.61,25.0,35.64,Neutral,3.98,15.6489,Bearish,★★☆☆☆ →,-4.93,0.0,-5.04,No,Not expected,Not imminent,2.0,Increasing,0.04,-4.93,-0.2539,-0.1263,-0.1276,14.85,20.74,12.5913,Above VWAP,14.71,Low,,1342.0,,-
BMNU,Unknown,8.89,13.39,24.99,36.36,Neutral,28.43,15.6456,Bearish,★★☆☆☆ →,-34.73,0.0,-43.18,No,Not expected,Not imminent,1.8,Decreasing,0.02,-34.73,-3.4077,-3.1403,-0.2674,5.8,5.54,20.295,Balanced metrics,8.27,High,,1900.0,,-
NP,Financial Services,23.22,-2.48,24.93,57.16,Neutral,6.5,25.2474,Bearish,★★☆☆☆ →,-8.65,0.0,-8.03,No,Not expected,Not imminent,1.2,Increasing,0.02,-8.65,-0.5291,-0.2292,-0.2999,29.76,37.06,25.8144,Balanced metrics,22.82,High,,1574.0,,-
CEG,Utilities,337.86,-0.24,24.86,40.21,Neutral,5.01,356.1744,Bearish,★★☆☆☆ →,-6.77,0.0,-5.14,No,Not expected,Not imminent,2.1,Decreasing,0.03,-6.77,-8.9071,-5.5001,-3.407,15.2,14.44,283.287,Above VWAP,333.29,High,,1468.5,,-
WT,Financial Services,11.05,0.0,24.82,28.41,Oversold,2.92,11.8061,Bearish,★★☆☆☆ ↑,-5.32,0.0,-6.4,No,Not expected,Not imminent,3.0,Decreasing,0.02,-5.32,-0.3277,-0.3121,-0.0156,5.32,6.62,11.4878,Balanced metrics,10.93,Low,,1376.0,,-
RGC,Healthcare,13.19,2.01,24.81,41.15,Neutral,8.38,14.2924,Bearish,★★☆☆☆ →,0.46,0.0,-7.71,No,Not expected,Not imminent,1.6,Decreasing,0.01,0.46,-0.7324,-0.7266,-0.0058,7.12,7.54,1.9052,Above VWAP,13.2,High,,662.5,,-
CHA,Consumer Cyclical,14.61,2.27,24.81,38.43,Neutral,4.19,15.3282,Bearish,★★☆☆☆ →,-1.78,0.0,-4.65,No,Not expected,Not imminent,1.4,Increasing,0.0,-1.78,-0.404,-0.4132,0.0091,14.21,18.45,25.7533,Bullish MACD,14.56,Low,,1046.5,,-
SOGP,Communication Services,10.57,1.54,24.8,34.22,Neutral,10.42,13.2857,Bearish,★★☆☆☆ →,-20.53,0.0,-20.44,No,Not expected,Not imminent,1.5,Decreasing,0.01,-20.53,-1.3212,-1.1546,-0.1667,11.63,9.85,11.0045,Balanced metrics,10.14,High,,1807.0,,-
BILI,Communication Services,26.05,-0.29,24.79,37.85,Neutral,4.14,27.6664,Bearish,★★☆☆☆ →,-9.19,0.0,-5.86,No,Not expected,Not imminent,1.9,Decreasing,0.05,-9.19,-0.7627,-0.3868,-0.3758,15.77,13.67,21.0196,Above VWAP,25.57,Low,,1591.0,,-
BX,Financial Services,137.53,-0.64,24.78,28.75,Oversold,3.04,146.2053,Bearish,★★☆☆☆ ↑,-3.72,0.0,-5.93,No,Not expected,Not imminent,1.8,Decreasing,0.0,-3.72,-3.7248,-3.7161,-0.0087,17.28,17.42,153.9527,Balanced metrics,136.51,Low,,1252.0,,-
UNFI,Consumer Defensive,35.41,0.91,24.77,37.5,Neutral,4.16,38.0412,Bearish,★★☆☆☆ →,-3.62,0.0,-6.92,No,Not expected,Not imminent,2.0,Increasing,0.03,-3.62,-0.6094,-0.2059,-0.4036,24.72,41.93,28.7685,Above VWAP,35.15,Low,,1238.0,,-
NTSK,Technology,18.15,-6.1,24.76,38.56,Neutral,7.79,21.4192,Bearish,★★☆☆☆ →,-17.61,0.0,-15.26,No,Not expected,Not imminent,1.2,Increasing,0.02,-17.61,-1.0204,-0.5165,-0.504,10.21,8.89,23.0982,Balanced metrics,17.51,High,,1763.0,,-
TMDX,Healthcare,115.05,1.46,24.72,42.04,Neutral,6.56,120.2548,Bearish,★★☆☆☆ →,-5.86,0.0,-4.33,No,Not expected,Not imminent,2.5,Decreasing,0.01,-5.86,-2.4084,-0.7478,-1.6605,11.56,10.17,92.1732,Above VWAP,113.7,High,,1412.0,,-
PLAY,Communication Services,14.02,-4.85,24.71,37.13,Neutral,6.31,15.2638,Bearish,★★☆☆☆ →,-1.02,0.0,-8.12,No,Not expected,Not imminent,1.6,Decreasing,0.0,-1.02,-0.5754,-0.7613,0.1859,31.46,32.37,24.2692,Bullish MACD,14.0,High,,945.5,,-
CAKE,Consumer Cyclical,44.66,0.7,24.71,26.5,Oversold,3.19,48.1144,Bearish,★★☆☆☆ ↑,-5.94,0.0,-7.18,No,Not expected,Not imminent,2.0,Decreasing,0.01,-5.94,-1.8707,-1.8188,-0.0519,4.86,3.25,53.5796,Balanced metrics,44.13,Low,,1418.0,,-
SW,Consumer Cyclical,33.6,-0.94,24.69,23.39,Oversold,3.29,36.871,Bearish,★★☆☆☆ ↑,-7.46,0.0,-8.87,No,Not expected,Not imminent,2.0,Decreasing,0.0,-7.46,-1.5493,-1.4868,-0.0624,3.06,3.66,44.8548,Balanced metrics,33.1,Low,,1512.5,,-
SM,Energy,18.54,0.82,24.65,37.13,Neutral,5.18,19.5753,Bearish,★★☆☆☆ →,-0.8,0.0,-5.29,No,Not expected,Not imminent,1.9,Decreasing,0.0,-0.8,-0.6483,-0.8438,0.1955,28.28,26.64,27.1949,Bullish MACD,18.51,High,,906.0,,-
TWLO,Technology,119.54,-0.57,24.65,49.03,Neutral,5.56,122.0643,Bearish,★★☆☆☆ →,-8.02,0.0,-2.07,No,Not expected,Not imminent,2.1,Increasing,0.0,-8.02,1.1306,3.2289,-2.0983,42.53,49.16,112.8273,Above VWAP,117.62,High,,1539.0,,-
CRMD,Healthcare,10.2,2.2,24.62,39.55,Neutral,7.48,10.998,Bearish,★★☆☆☆ →,-10.68,0.0,-7.26,No,Not expected,Not imminent,2.0,Increasing,0.01,-10.68,-0.1949,-0.0667,-0.1282,16.28,23.64,11.4056,Balanced metrics,9.98,High,,1634.0,,-
APLS,Healthcare,20.0,-0.52,24.62,38.18,Neutral,7.86,21.6864,Bearish,★★☆☆☆ →,-2.32,0.0,-7.8,No,Not expected,Not imminent,1.9,Decreasing,0.0,-2.32,-1.1437,-1.2709,0.1272,14.58,12.32,24.1753,Bullish MACD,19.9,High,,1115.5,,-
ZETA,Technology,17.15,-0.87,24.5,40.94,Neutral,8.07,18.6371,Bearish,★★☆☆☆ →,2.69,0.0,-7.98,No,Not expected,Not imminent,1.9,Increasing,0.0,2.69,-0.2545,-0.0189,-0.2356,25.09,41.43,17.9619,Balanced metrics,17.24,High,,464.5,,-
BABX,Unknown,43.64,2.42,24.49,42.87,Neutral,7.43,46.7554,Bearish,★★☆☆☆ →,-6.39,0.0,-6.66,No,Not expected,Not imminent,1.9,Decreasing,0.02,-6.39,-2.1303,-1.6865,-0.4438,17.39,12.49,34.9908,Above VWAP,43.08,High,,1447.5,,-
RIOT,Financial Services,13.62,-1.87,24.39,30.99,Neutral,11.22,17.2053,Bearish,★★☆☆☆ →,-29.34,0.0,-20.84,No,Not expected,Not imminent,1.9,Decreasing,0.04,-29.34,-1.7158,-1.1994,-0.5164,10.81,8.56,12.3742,Above VWAP,12.82,High,,1873.0,,-
ARKG,Unknown,26.63,-0.89,24.35,36.21,Neutral,4.41,28.7016,Bearish,★★☆☆☆ →,-9.73,0.0,-7.22,No,Not expected,Not imminent,1.8,Decreasing,0.03,-9.73,-0.932,-0.634,-0.298,14.36,13.57,25.2852,Above VWAP,26.11,Low,,1611.0,,-
SNN,Healthcare,32.44,-0.4,24.33,31.23,Neutral,2.67,34.3105,Bearish,★★☆☆☆ →,-12.37,0.0,-5.45,No,Not expected,Not imminent,2.1,Increasing,0.01,-12.37,-0.9103,-0.6902,-0.2201,14.03,18.18,29.4231,Above VWAP,31.64,Low,,1669.0,,-
SIG,Consumer Cyclical,93.08,-2.63,24.3,36.58,Neutral,3.97,99.8632,Bearish,★★☆☆☆ →,-4.63,0.0,-6.79,No,Not expected,Not imminent,1.9,Increasing,0.14,-4.63,-0.9926,0.0937,-1.0863,17.78,40.75,72.1471,Above VWAP,92.22,Low,,1319.0,,-
TU,Communication Services,13.69,-4.17,24.29,18.83,Oversold,1.8,14.6762,Bearish,★★☆☆☆ ↑,-5.88,0.0,-6.75,No,Not expected,Not imminent,2.2,Increasing,0.01,-5.88,-0.2247,-0.1501,-0.0746,10.19,21.64,14.9691,Balanced metrics,13.52,Low,,1414.5,,-
JBL,Technology,199.2,-0.63,24.28,40.18,Neutral,4.29,209.159,Bearish,★★☆☆☆ →,-4.75,0.0,-4.76,No,Not expected,Not imminent,2.1,Increasing,0.02,-4.75,-3.0942,-0.6213,-2.473,13.0,14.73,177.7104,Above VWAP,197.31,Low,,1328.0,,-
NVCR,Healthcare,11.39,1.06,24.27,37.41,Neutral,5.15,12.0626,Bearish,★★☆☆☆ →,-5.08,0.0,-5.58,No,Not expected,Not imminent,1.8,Decreasing,0.0,-5.08,-0.4543,-0.483,0.0287,17.8,18.02,17.5766,Bullish MACD,11.27,High,,1349.5,,-
CLS,Technology,307.61,-0.57,24.22,50.49,Neutral,8.21,312.9849,Bearish,★★☆☆☆ →,-8.39,0.0,-1.72,No,Not expected,Not imminent,2.5,Increasing,0.07,-8.39,1.0652,8.724,-7.6588,38.25,35.23,147.6253,Above VWAP,302.45,High,,1554.5,,-
QFIN,Financial Services,22.42,0.96,24.18,39.59,Neutral,5.59,23.5334,Bearish,★★☆☆☆ →,1.05,0.0,-4.72,No,Not expected,Not imminent,1.7,Decreasing,0.0,1.05,-0.5762,-0.7502,0.174,39.66,39.99,35.2461,Bullish MACD,22.47,High,,606.0,,-
LEU,Energy,237.55,-3.29,24.06,32.82,Neutral,12.13,299.7588,Bearish,★★☆☆☆ →,-27.4,0.0,-20.75,No,Not expected,Not imminent,2.0,Decreasing,0.03,-27.4,-28.6877,-20.9178,-7.7699,8.44,8.89,185.8305,Above VWAP,224.53,High,,1861.0,,-
AMZU,Unknown,35.22,-6.8,23.98,40.74,Neutral,8.18,39.0776,Bearish,★★☆☆☆ →,-19.28,0.0,-9.87,No,Not expected,Not imminent,1.9,Increasing,0.0,-19.28,-0.2284,0.9071,-1.1355,18.47,28.97,36.1698,Balanced metrics,33.86,High,,1785.0,,-
