Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,Why This Stock,Future Pred (5d),Risk Indicator,notes,Leadership Rank,Tier,Rank Change
YMAX,Unknown,10.7,-1.47,27.08,30.85,Neutral,2.45,11.3528,Bearish,★★☆☆☆ →,-8.73,0.0,-5.75,No,Not expected,Not imminent,2.0,Increasing,0.02,-8.73,Balanced metrics,10.51,Low,,1489.5,,-
MRVL,Technology,83.45,-3.47,27.06,43.41,Neutral,6.14,88.0678,Bearish,★★☆☆☆ →,-7.66,0.0,-5.24,No,Not expected,Not imminent,1.9,Increasing,0.0,-7.66,Balanced metrics,82.17,High,,1434.0,,-
ADNT,Consumer Cyclical,19.05,-4.85,27.05,32.79,Neutral,6.47,21.5249,Bearish,★★☆☆☆ →,-21.28,0.0,-11.5,No,Not expected,Not imminent,1.8,Increasing,0.02,-21.28,Balanced metrics,18.24,High,,1766.0,,-
SAIL,Technology,18.49,-7.18,27.0,33.25,Neutral,5.52,20.5754,Bearish,★★☆☆☆ →,-13.96,0.0,-10.14,No,Not expected,Not imminent,2.0,Increasing,0.0,-13.96,Balanced metrics,17.97,High,,1633.0,,-
JMIA,Consumer Cyclical,10.15,-4.34,26.99,43.88,Neutral,8.81,10.7826,Bearish,★★☆☆☆ →,-7.56,0.0,-5.87,No,Not expected,Not imminent,1.9,Increasing,0.03,-7.56,Balanced metrics,10.0,High,,1426.0,,-
LOW,Consumer Cyclical,225.0,-1.25,26.99,28.87,Oversold,2.13,235.4216,Bearish,★★☆☆☆ ↑,-4.52,0.0,-4.43,No,Not expected,Not imminent,2.0,Increasing,0.01,-4.52,Balanced metrics,222.97,Low,,1243.0,,-
EDU,Consumer Defensive,52.61,-1.24,26.96,38.29,Neutral,3.07,55.6277,Bearish,★★☆☆☆ →,-10.85,0.0,-5.42,No,Not expected,Not imminent,1.9,Decreasing,0.0,-10.85,Balanced metrics,51.47,Low,,1558.0,,-
ARM,Technology,140.26,0.35,26.87,33.64,Neutral,5.62,154.932,Bearish,★★☆☆☆ →,-16.85,0.0,-9.47,No,Not expected,Not imminent,2.3,Increasing,0.0,-16.85,Balanced metrics,135.53,High,,1698.5,,-
QDEL,Healthcare,21.1,-1.12,26.82,33.8,Neutral,8.38,24.3984,Bearish,★★☆☆☆ →,-23.85,0.0,-13.52,No,Not expected,Not imminent,1.6,Increasing,0.0,-23.85,Balanced metrics,20.09,High,,1789.0,,-
AESI,Energy,8.55,-4.36,26.79,33.89,Neutral,11.42,10.2902,Bearish,★★☆☆☆ →,-32.41,0.0,-16.91,No,Not expected,Not imminent,1.8,Increasing,0.0,-32.41,Balanced metrics,8.0,High,,1855.0,,-
STNE,Technology,16.15,-3.7,26.76,33.75,Neutral,5.07,17.7884,Bearish,★★☆☆☆ →,-15.09,0.0,-9.21,No,Not expected,Not imminent,1.9,Increasing,0.02,-15.09,Balanced metrics,15.66,High,,1658.0,,-
IOT,Technology,36.45,-3.6,26.76,39.41,Neutral,4.24,38.6624,Bearish,★★☆☆☆ →,-9.98,0.0,-5.72,No,Not expected,Not imminent,2.4,Increasing,0.0,-9.98,Balanced metrics,35.72,Low,,1532.0,,-
ICHR,Technology,14.29,-2.39,26.65,34.36,Neutral,12.26,17.6056,Bearish,★★☆☆☆ →,-37.65,0.0,-18.83,No,Not expected,Not imminent,2.0,Increasing,0.0,-37.65,Balanced metrics,13.21,High,,1891.0,,-
CONL,Unknown,20.97,-14.16,26.63,32.49,Neutral,19.21,30.658,Bearish,★★☆☆☆ →,-38.41,0.0,-31.6,No,Not expected,Not imminent,1.8,Decreasing,0.0,-38.41,Balanced metrics,19.36,High,,1892.0,,-
BITO,Unknown,14.37,-2.58,26.61,31.12,Neutral,4.81,16.2947,Bearish,★★☆☆☆ →,-14.06,0.0,-11.81,No,Not expected,Not imminent,2.0,Decreasing,0.02,-14.06,Balanced metrics,13.97,Low,,1636.0,,-
MNMD,Healthcare,11.34,-0.09,26.58,43.97,Neutral,8.72,12.0186,Bearish,★★☆☆☆ →,-7.73,0.0,-5.65,No,Not expected,Not imminent,1.9,Increasing,0.06,-7.73,Balanced metrics,11.16,High,,1438.5,,-
SVIX,Unknown,18.21,-4.96,26.57,39.71,Neutral,5.4,19.6189,Bearish,★★☆☆☆ →,-8.77,0.0,-7.18,No,Not expected,Not imminent,2.1,Decreasing,0.0,-8.77,Balanced metrics,17.89,High,,1493.0,,-
BX,Financial Services,138.42,-2.14,26.55,29.67,Oversold,3.07,147.1185,Bearish,★★☆☆☆ ↑,-4.15,0.0,-5.91,No,Not expected,Not imminent,1.8,Decreasing,0.0,-4.15,Balanced metrics,137.27,Low,,1207.0,,-
URTY,Unknown,45.67,-6.01,26.5,34.82,Neutral,6.42,51.9246,Bearish,★★☆☆☆ →,-15.58,0.0,-12.05,No,Not expected,Not imminent,2.0,Increasing,0.0,-15.58,Balanced metrics,44.25,High,,1668.0,,-
FLR,Industrials,41.12,-3.0,26.5,34.72,Neutral,5.61,45.4159,Bearish,★★☆☆☆ →,-14.42,0.0,-9.46,No,Not expected,Not imminent,1.7,Increasing,0.01,-14.42,Balanced metrics,39.93,High,,1640.5,,-
ALAB,Technology,141.39,-2.04,26.5,34.61,Neutral,10.37,166.0589,Bearish,★★☆☆☆ →,-26.19,0.0,-14.86,No,Not expected,Not imminent,2.0,Increasing,0.02,-26.19,Balanced metrics,133.98,High,,1814.0,,-
TNA,Unknown,39.01,-5.95,26.49,34.85,Neutral,6.48,44.3455,Bearish,★★☆☆☆ →,-15.6,0.0,-12.03,No,Not expected,Not imminent,1.9,Increasing,0.0,-15.6,Balanced metrics,37.79,High,,1669.0,,-
BTQ,Technology,5.89,7.88,26.48,46.53,Neutral,14.28,7.2034,Bearish,★★☆☆☆ →,-16.1,0.0,-18.23,No,Not expected,Not imminent,2.2,Decreasing,0.02,-16.1,Balanced metrics,5.7,High,,1676.5,,-
DHI,Consumer Cyclical,137.76,-3.28,26.43,26.26,Oversold,2.6,147.6156,Bearish,★★☆☆☆ ↑,-4.74,0.0,-6.68,No,Not expected,Not imminent,1.7,Decreasing,0.01,-4.74,Balanced metrics,136.45,Low,,1264.0,,-
MHK,Consumer Cyclical,103.98,-2.79,26.41,26.11,Oversold,2.64,112.8811,Bearish,★★☆☆☆ ↑,-6.49,0.0,-7.89,No,Not expected,Not imminent,1.8,Decreasing,0.0,-6.49,Balanced metrics,102.63,Low,,1372.0,,-
STI,Industrials,10.14,0.9,26.39,47.39,Neutral,12.8,11.1593,Bearish,★★☆☆☆ →,-10.19,0.0,-9.13,No,Not expected,Not imminent,1.4,Decreasing,0.0,-10.19,Balanced metrics,9.93,High,,1538.0,,-
ADPT,Healthcare,13.71,-2.77,26.37,34.72,Neutral,6.45,15.378,Bearish,★★☆☆☆ →,-20.93,0.0,-10.85,No,Not expected,Not imminent,2.0,Increasing,0.03,-20.93,Balanced metrics,13.14,High,,1759.0,,-
GRPN,Communication Services,17.05,-8.04,26.36,35.19,Neutral,8.67,19.4864,Bearish,★★☆☆☆ →,-20.88,0.0,-12.5,No,Not expected,Not imminent,2.1,Increasing,0.01,-20.88,Balanced metrics,16.34,High,,1758.0,,-
WOLF,Technology,18.11,3.6,26.36,53.11,Neutral,13.34,22.1583,Bearish,★★☆☆☆ →,-23.78,0.0,-18.27,No,Not expected,Not imminent,1.5,Decreasing,0.03,-23.78,Balanced metrics,17.25,High,,1788.0,,-
OZK,Financial Services,42.64,-3.31,26.35,29.22,Oversold,2.72,45.1349,Bearish,★★☆☆☆ ↑,-4.72,0.0,-5.53,No,Not expected,Not imminent,2.1,Decreasing,0.01,-4.72,Balanced metrics,42.24,Low,,1263.0,,-
JACK,Consumer Cyclical,14.26,-4.55,26.31,35.42,Neutral,7.01,16.1984,Bearish,★★☆☆☆ →,-10.82,0.0,-11.97,No,Not expected,Not imminent,1.8,Increasing,0.0,-10.82,Balanced metrics,13.95,High,,1557.0,,-
LSCC,Technology,61.73,-3.82,26.28,35.27,Neutral,5.72,66.8359,Bearish,★★☆☆☆ →,-15.23,0.0,-7.64,No,Not expected,Not imminent,2.1,Increasing,0.02,-15.23,Balanced metrics,59.85,High,,1660.0,,-
SLNO,Healthcare,47.25,-4.39,26.27,35.46,Neutral,10.38,54.8638,Bearish,★★☆☆☆ →,-28.03,0.0,-13.88,No,Not expected,Not imminent,2.0,Increasing,0.01,-28.03,Balanced metrics,44.6,High,,1824.0,,-
BWXT,Industrials,176.18,-1.19,26.26,34.5,Neutral,5.22,193.9165,Bearish,★★☆☆☆ →,-18.38,0.0,-9.15,No,Not expected,Not imminent,2.5,Increasing,0.07,-18.38,Balanced metrics,169.7,High,,1725.0,,-
NBIS,Communication Services,85.98,2.92,26.26,35.18,Neutral,12.07,105.5916,Bearish,★★☆☆☆ →,-28.63,0.0,-18.57,No,Not expected,Not imminent,2.2,Increasing,0.03,-28.63,Balanced metrics,81.06,High,,1830.0,,-
MAS,Industrials,59.36,-2.29,26.25,26.1,Oversold,2.79,63.5871,Bearish,★★☆☆☆ ↑,-6.35,0.0,-6.65,No,Not expected,Not imminent,1.8,Decreasing,0.0,-6.35,Balanced metrics,58.61,Low,,1365.0,,-
PGY,Technology,22.3,-6.77,26.24,35.41,Neutral,10.23,26.2585,Bearish,★★☆☆☆ →,-15.02,0.0,-15.08,No,Not expected,Not imminent,2.1,Increasing,0.02,-15.02,Balanced metrics,21.63,High,,1655.0,,-
ETSY,Consumer Cyclical,54.62,-4.34,26.24,34.95,Neutral,6.8,62.4557,Bearish,★★☆☆☆ →,-10.58,0.0,-12.55,No,Not expected,Not imminent,2.4,Increasing,0.05,-10.58,Balanced metrics,53.46,High,,1550.0,,-
TLN,Utilities,368.65,2.14,26.21,41.16,Neutral,5.62,386.4786,Bearish,★★☆☆☆ →,-10.86,0.0,-4.61,No,Not expected,Not imminent,2.5,Increasing,0.02,-10.86,Balanced metrics,360.64,High,,1559.0,,-
ASPI,Basic Materials,7.24,-10.73,26.17,37.24,Neutral,13.14,8.943,Bearish,★★☆☆☆ →,-20.87,0.0,-19.04,No,Not expected,Not imminent,1.8,Decreasing,0.03,-20.87,Balanced metrics,6.94,High,,1757.0,,-
IBKR,Financial Services,63.41,-3.97,26.16,37.43,Neutral,4.38,68.7745,Bearish,★★☆☆☆ →,-13.23,0.0,-7.8,No,Not expected,Not imminent,2.0,Increasing,0.07,-13.23,Balanced metrics,61.73,Low,,1610.0,,-
ICLR,Healthcare,156.49,-3.51,26.15,34.63,Neutral,4.19,167.4007,Bearish,★★☆☆☆ →,-7.29,0.0,-6.52,No,Not expected,Not imminent,2.1,Decreasing,0.0,-7.29,Balanced metrics,154.21,Low,,1413.5,,-
ASO,Consumer Cyclical,43.16,-3.49,26.15,33.45,Neutral,4.22,46.6156,Bearish,★★☆☆☆ →,-8.46,0.0,-7.41,No,Not expected,Not imminent,2.4,Decreasing,0.0,-8.46,Balanced metrics,42.43,Low,,1473.0,,-
TTC,Industrials,69.71,-0.83,26.12,28.05,Oversold,2.26,73.0515,Bearish,★★☆☆☆ ↑,-6.06,0.0,-4.57,No,Not expected,Not imminent,1.6,Increasing,0.0,-6.06,Balanced metrics,68.87,Low,,1350.5,,-
NPKI,Energy,11.66,-2.43,26.11,42.31,Neutral,5.87,12.3085,Bearish,★★☆☆☆ →,-8.48,0.0,-5.27,No,Not expected,Not imminent,1.9,Increasing,0.05,-8.48,Balanced metrics,11.46,High,,1475.0,,-
RDDT,Communication Services,187.55,-2.98,26.06,42.9,Neutral,8.44,199.8229,Bearish,★★☆☆☆ →,-8.5,0.0,-6.14,No,Not expected,Not imminent,2.2,Increasing,0.02,-8.5,Balanced metrics,184.36,High,,1476.0,,-
MOD,Consumer Cyclical,128.49,-2.67,26.05,35.19,Neutral,8.68,146.8992,Bearish,★★☆☆☆ →,-15.98,0.0,-12.53,No,Not expected,Not imminent,1.9,Increasing,0.05,-15.98,Balanced metrics,124.38,High,,1673.0,,-
PZZA,Consumer Cyclical,40.22,-2.15,26.04,35.67,Neutral,10.0,44.8094,Bearish,★★☆☆☆ →,-16.72,0.0,-10.25,No,Not expected,Not imminent,2.0,Increasing,0.04,-16.72,Balanced metrics,38.87,High,,1694.0,,-
VST,Utilities,175.0,0.18,26.02,39.19,Neutral,5.47,186.2411,Bearish,★★☆☆☆ →,-9.35,0.0,-6.04,No,Not expected,Not imminent,1.8,Increasing,0.02,-9.35,Balanced metrics,171.73,High,,1518.0,,-
SMLR,Healthcare,20.02,-8.25,25.98,36.44,Neutral,13.55,25.3714,Bearish,★★☆☆☆ →,-21.21,0.0,-21.09,No,Not expected,Not imminent,1.7,Increasing,0.0,-21.21,Balanced metrics,19.17,High,,1764.0,,-
TAC,Utilities,14.24,-2.33,25.97,35.7,Neutral,6.35,15.7116,Bearish,★★☆☆☆ →,-19.18,0.0,-9.37,No,Not expected,Not imminent,2.0,Increasing,0.05,-19.18,Balanced metrics,13.69,High,,1734.0,,-
TEAM,Technology,146.02,-3.8,25.91,36.32,Neutral,5.31,157.614,Bearish,★★☆☆☆ →,-17.07,0.0,-7.36,No,Not expected,Not imminent,2.0,Increasing,0.0,-17.07,Balanced metrics,141.03,High,,1702.5,,-
FI,Technology,62.7,-1.14,25.86,16.72,Oversold,10.43,79.2948,Bearish,★★☆☆☆ ↑,-3.75,0.0,-20.93,No,Not expected,Not imminent,2.0,Decreasing,0.0,-3.75,Balanced metrics,62.23,High,,1170.5,,-
ROKU,Communication Services,96.89,-2.89,25.85,42.46,Neutral,6.32,101.5132,Bearish,★★☆☆☆ →,-10.81,0.0,-4.55,No,Not expected,Not imminent,1.8,Increasing,0.07,-10.81,Balanced metrics,94.8,High,,1556.0,,-
ENOV,Healthcare,28.3,-5.64,25.78,37.92,Neutral,5.39,30.6589,Bearish,★★☆☆☆ →,-9.82,0.0,-7.69,No,Not expected,Not imminent,1.6,Increasing,0.0,-9.82,Balanced metrics,27.74,High,,1528.0,,-
ROBN,Unknown,64.29,-10.45,25.76,36.78,Neutral,19.88,86.8318,Bearish,★★☆☆☆ →,-40.54,0.0,-25.96,No,Not expected,Not imminent,2.2,Increasing,0.03,-40.54,Balanced metrics,59.08,High,,1904.0,,-
KNTK,Energy,32.83,-4.84,25.76,37.11,Neutral,5.36,35.7691,Bearish,★★☆☆☆ →,-13.63,0.0,-8.22,No,Not expected,Not imminent,2.0,Increasing,0.0,-13.63,Balanced metrics,31.94,High,,1621.0,,-
SHOP,Technology,139.93,-4.18,25.72,32.66,Neutral,5.86,157.3636,Bearish,★★☆☆☆ →,-19.09,0.0,-11.08,No,Not expected,Not imminent,2.1,Increasing,0.05,-19.09,Balanced metrics,134.59,High,,1733.0,,-
APP,Communication Services,539.27,-3.3,25.68,37.1,Neutral,6.97,596.9865,Bearish,★★☆☆☆ →,-14.69,0.0,-9.67,No,Not expected,Not imminent,2.0,Increasing,0.02,-14.69,Balanced metrics,523.43,High,,1647.0,,-
SHLS,Technology,7.95,-5.3,25.64,37.08,Neutral,10.11,9.1529,Bearish,★★☆☆☆ →,-23.11,0.0,-13.14,No,Not expected,Not imminent,1.8,Increasing,0.03,-23.11,Balanced metrics,7.58,High,,1784.0,,-
ACMR,Technology,31.47,-0.13,25.57,37.45,Neutral,7.78,35.273,Bearish,★★☆☆☆ →,-23.93,0.0,-10.78,No,Not expected,Not imminent,1.9,Increasing,0.02,-23.93,Balanced metrics,29.96,High,,1791.0,,-
PYPL,Financial Services,61.89,-1.46,25.53,34.75,Neutral,3.53,66.8407,Bearish,★★☆☆☆ →,-9.44,0.0,-7.41,No,Not expected,Not imminent,1.9,Decreasing,0.0,-9.44,Balanced metrics,60.72,Low,,1520.0,,-
AVT,Technology,44.99,-3.14,25.5,26.82,Oversold,2.93,48.146,Bearish,★★☆☆☆ ↑,-6.56,0.0,-6.56,No,Not expected,Not imminent,1.7,Decreasing,0.01,-6.56,Balanced metrics,44.4,Low,,1375.5,,-
XRPT,Unknown,7.5,-9.86,25.47,37.95,Neutral,20.21,9.9071,Bearish,★★☆☆☆ →,-16.29,0.0,-24.3,No,Not expected,Not imminent,1.8,Increasing,0.01,-16.29,Balanced metrics,7.26,High,,1685.0,,-
SYM,Industrials,56.89,-2.22,25.43,37.1,Neutral,11.11,67.0315,Bearish,★★☆☆☆ →,-30.48,0.0,-15.13,No,Not expected,Not imminent,1.8,Increasing,0.07,-30.48,Balanced metrics,53.42,High,,1845.0,,-
PL,Industrials,11.21,-1.67,25.36,38.08,Neutral,8.09,12.5694,Bearish,★★☆☆☆ →,-15.01,0.0,-10.82,No,Not expected,Not imminent,1.9,Increasing,0.02,-15.01,Balanced metrics,10.87,High,,1654.0,,-
WULF,Financial Services,11.05,0.55,25.27,37.62,Neutral,12.18,13.186,Bearish,★★☆☆☆ →,-31.37,0.0,-16.2,No,Not expected,Not imminent,1.7,Increasing,0.07,-31.37,Balanced metrics,10.36,High,,1851.0,,-
PSTG,Technology,84.15,-0.52,25.23,38.64,Neutral,4.9,90.2079,Bearish,★★☆☆☆ →,-14.66,0.0,-6.72,No,Not expected,Not imminent,2.0,Increasing,0.06,-14.66,Balanced metrics,81.68,Low,,1646.0,,-
GOOS,Consumer Cyclical,12.68,-3.79,25.23,42.28,Neutral,5.61,13.3142,Bearish,★★☆☆☆ →,-10.26,0.0,-4.76,No,Not expected,Not imminent,2.0,Increasing,0.01,-10.26,Balanced metrics,12.42,High,,1540.5,,-
GME,Consumer Cyclical,20.5,-0.77,25.17,26.31,Oversold,2.77,22.0052,Bearish,★★☆☆☆ ↑,-7.28,0.0,-6.84,No,Not expected,Not imminent,2.1,Decreasing,0.01,-7.28,Balanced metrics,20.2,Low,,1411.0,,-
BAX,Healthcare,17.77,-3.79,25.14,26.88,Oversold,4.47,19.5079,Bearish,★★☆☆☆ ↑,-2.42,0.0,-8.91,No,Not expected,Not imminent,1.8,Decreasing,0.0,-2.42,Balanced metrics,17.68,Low,,1025.5,,-
IP,Consumer Cyclical,36.69,-1.77,24.98,28.61,Oversold,4.42,39.7026,Bearish,★★☆☆☆ ↑,0.58,0.0,-7.59,No,Not expected,Not imminent,2.1,Decreasing,0.0,0.58,Balanced metrics,36.73,Low,,574.5,,-
UNFI,Consumer Defensive,35.09,-9.16,24.94,35.58,Neutral,4.15,38.3182,Bearish,★★☆☆☆ →,-6.08,0.0,-8.42,No,Not expected,Not imminent,2.0,Increasing,0.03,-6.08,Balanced metrics,34.66,Low,,1352.0,,-
FCEL,Industrials,6.58,-6.53,24.92,39.76,Neutral,13.02,7.7495,Bearish,★★☆☆☆ →,-20.72,0.0,-15.09,No,Not expected,Not imminent,2.0,Increasing,0.0,-20.72,Balanced metrics,6.31,High,,1753.0,,-
CENX,Basic Materials,28.04,-2.57,24.86,45.29,Neutral,8.13,29.6149,Bearish,★★☆☆☆ →,-8.75,0.0,-5.32,No,Not expected,Not imminent,1.9,Increasing,0.03,-8.75,Balanced metrics,27.55,High,,1492.0,,-
JOBY,Industrials,13.89,-3.61,24.72,40.31,Neutral,9.14,15.5516,Bearish,★★☆☆☆ →,-14.89,0.0,-10.68,No,Not expected,Not imminent,1.9,Increasing,0.01,-14.89,Balanced metrics,13.48,High,,1653.0,,-
SRPT,Healthcare,17.54,-6.75,24.69,40.51,Neutral,11.4,19.6368,Bearish,★★☆☆☆ →,-28.26,0.0,-10.68,No,Not expected,Not imminent,1.8,Increasing,0.0,-28.26,Balanced metrics,16.55,High,,1826.0,,-
SPRY,Healthcare,7.32,-10.84,24.67,30.08,Neutral,10.2,8.8849,Bearish,★★☆☆☆ →,-15.08,0.0,-17.61,No,Not expected,Not imminent,1.9,Increasing,0.01,-15.08,Balanced metrics,7.1,High,,1657.0,,-
CAKE,Consumer Cyclical,44.35,-1.31,24.65,24.25,Oversold,3.77,48.4781,Bearish,★★☆☆☆ ↑,-6.06,0.0,-8.52,No,Not expected,Not imminent,2.0,Decreasing,0.01,-6.06,Balanced metrics,43.81,Low,,1350.5,,-
OKTA,Technology,81.07,-3.42,24.64,30.81,Neutral,3.32,86.4608,Bearish,★★☆☆☆ →,-10.99,0.0,-6.23,No,Not expected,Not imminent,1.8,Increasing,0.01,-10.99,Balanced metrics,79.29,Low,,1560.0,,-
ETHA,Unknown,22.71,-4.14,24.52,33.92,Neutral,8.16,26.7738,Bearish,★★☆☆☆ →,-16.17,0.0,-15.18,No,Not expected,Not imminent,1.7,Increasing,0.01,-16.17,Balanced metrics,21.98,High,,1679.0,,-
FTAI,Industrials,152.8,-3.47,24.51,40.27,Neutral,7.07,163.6406,Bearish,★★☆☆☆ →,-11.34,0.0,-6.62,No,Not expected,Not imminent,2.4,Increasing,0.05,-11.34,Balanced metrics,149.33,High,,1567.5,,-
ASAN,Technology,12.03,-5.28,24.5,30.65,Neutral,4.79,13.3589,Bearish,★★☆☆☆ →,-14.26,0.0,-9.95,No,Not expected,Not imminent,1.7,Increasing,0.0,-14.26,Balanced metrics,11.69,Low,,1638.0,,-
IREN,Financial Services,47.41,2.24,24.42,40.11,Neutral,15.24,57.2513,Bearish,★★☆☆☆ →,-30.02,0.0,-17.19,No,Not expected,Not imminent,2.3,Increasing,0.08,-30.02,Balanced metrics,44.56,High,,1842.0,,-
LASR,Technology,29.48,-3.34,24.41,44.0,Neutral,8.76,31.8196,Bearish,★★☆☆☆ →,-8.98,0.0,-7.35,No,Not expected,Not imminent,2.0,Increasing,0.12,-8.98,Balanced metrics,28.95,High,,1499.0,,-
TSLR,Unknown,27.29,2.21,24.35,41.57,Neutral,12.0,31.1433,Bearish,★★☆☆☆ →,-25.21,0.0,-12.37,No,Not expected,Not imminent,2.0,Increasing,0.0,-25.21,Balanced metrics,25.91,High,,1806.0,,-
DLO,Technology,12.72,-7.02,24.34,34.22,Neutral,6.57,14.2439,Bearish,★★☆☆☆ →,-11.73,0.0,-10.7,No,Not expected,Not imminent,2.0,Increasing,0.03,-11.73,Balanced metrics,12.42,High,,1582.0,,-
XXRP,Unknown,15.37,-10.95,24.32,37.77,Neutral,20.55,20.5002,Bearish,★★☆☆☆ →,-16.06,0.0,-25.03,No,Not expected,Not imminent,1.9,Increasing,0.01,-16.06,Balanced metrics,14.88,High,,1675.0,,-
PLTU,Unknown,84.44,-3.29,24.21,40.97,Neutral,14.61,98.9046,Bearish,★★☆☆☆ →,-34.04,0.0,-14.62,No,Not expected,Not imminent,2.3,Increasing,0.07,-34.04,Balanced metrics,78.69,High,,1868.0,,-
PTIR,Unknown,26.93,-3.27,24.19,41.04,Neutral,14.61,31.5054,Bearish,★★☆☆☆ →,-33.96,0.0,-14.52,No,Not expected,Not imminent,2.3,Increasing,0.07,-33.96,Balanced metrics,25.1,High,,1866.0,,-
VSAT,Technology,33.36,-7.49,24.12,41.47,Neutral,8.69,36.3653,Bearish,★★☆☆☆ →,-13.13,0.0,-8.26,No,Not expected,Not imminent,1.9,Increasing,0.06,-13.13,Balanced metrics,32.48,High,,1606.0,,-
BA,Industrials,191.81,-1.39,23.99,28.88,Oversold,2.79,201.8298,Bearish,★★☆☆☆ ↑,-6.23,0.0,-4.96,No,Not expected,Not imminent,2.2,Increasing,0.01,-6.23,Balanced metrics,189.42,Low,,1359.0,,-
AMPX,Industrials,10.43,-7.62,23.99,42.33,Neutral,14.02,12.1731,Bearish,★★☆☆☆ →,-23.08,0.0,-14.32,No,Not expected,Not imminent,1.7,Increasing,0.03,-23.08,Balanced metrics,9.95,High,,1783.0,,-
ZVRA,Healthcare,9.18,3.38,23.98,42.71,Neutral,6.88,9.683,Bearish,★★☆☆☆ →,-10.09,0.0,-5.2,No,Not expected,Not imminent,1.9,Increasing,0.01,-10.09,Balanced metrics,8.99,High,,1536.0,,-
DRS,Industrials,34.28,-1.61,23.96,27.11,Oversold,3.69,36.9301,Bearish,★★☆☆☆ ↑,-6.39,0.0,-7.18,No,Not expected,Not imminent,1.7,Decreasing,0.01,-6.39,Balanced metrics,33.84,Low,,1368.0,,-
RMBS,Technology,91.13,-4.33,23.96,41.49,Neutral,8.09,101.0766,Bearish,★★☆☆☆ →,-13.83,0.0,-9.84,No,Not expected,Not imminent,2.0,Increasing,0.05,-13.83,Balanced metrics,88.61,High,,1624.0,,-
GDS,Technology,29.35,-1.05,23.93,32.72,Neutral,5.42,33.2164,Bearish,★★☆☆☆ →,-15.49,0.0,-11.64,No,Not expected,Not imminent,1.9,Increasing,0.0,-15.49,Balanced metrics,28.44,High,,1665.0,,-
CLX,Consumer Defensive,101.21,-2.38,23.91,22.09,Oversold,2.92,108.9327,Bearish,★★☆☆☆ ↑,-7.27,0.0,-7.09,No,Not expected,Not imminent,1.5,Increasing,0.0,-7.27,Balanced metrics,99.74,Low,,1409.0,,-
TSLL,Unknown,16.92,2.05,23.9,41.42,Neutral,12.02,19.325,Bearish,★★☆☆☆ →,-25.27,0.0,-12.45,No,Not expected,Not imminent,1.9,Increasing,0.0,-25.27,Balanced metrics,16.06,High,,1808.0,,-
TMQ,Basic Materials,3.98,13.07,23.89,46.14,Neutral,9.3,4.3092,Bearish,★★☆☆☆ →,-3.16,0.0,-7.64,No,Not expected,Not imminent,1.6,Decreasing,0.03,-3.16,Balanced metrics,3.95,High,,1116.0,,-
XPEV,Consumer Cyclical,22.43,-10.32,23.88,45.85,Neutral,7.66,23.9435,Bearish,★★☆☆☆ →,-5.0,0.0,-6.32,No,Not expected,Not imminent,1.8,Increasing,0.14,-5.0,Balanced metrics,22.21,High,,1280.0,,-
PLTR,Technology,171.25,-1.59,23.82,42.24,Neutral,6.54,182.9825,Bearish,★★☆☆☆ →,-17.34,0.0,-6.41,No,Not expected,Not imminent,2.3,Increasing,0.07,-17.34,Balanced metrics,165.31,High,,1709.0,,-
NTSK,Technology,19.33,-2.72,23.81,43.1,Neutral,7.11,21.7634,Bearish,★★☆☆☆ →,-20.32,0.0,-11.18,No,Not expected,Not imminent,1.2,Increasing,0.02,-20.32,Balanced metrics,18.54,High,,1746.0,,-
CSGP,Real Estate,67.0,-1.54,23.81,29.02,Oversold,4.25,70.9149,Bearish,★★☆☆☆ ↑,-3.43,0.0,-5.52,No,Not expected,Not imminent,2.1,Increasing,0.01,-3.43,Balanced metrics,66.54,Low,,1146.0,,-
SEI,Energy,45.73,1.15,23.81,42.92,Neutral,10.17,48.8535,Bearish,★★☆☆☆ →,-15.27,0.0,-6.39,No,Not expected,Not imminent,2.2,Increasing,0.03,-15.27,Balanced metrics,44.33,High,,1661.0,,-
FNGU,Unknown,28.34,-2.24,23.8,41.89,Neutral,6.33,30.2461,Bearish,★★☆☆☆ →,-13.62,0.0,-6.3,No,Not expected,Not imminent,1.9,Increasing,0.05,-13.62,Balanced metrics,27.57,High,,1620.0,,-
BTC,Unknown,40.65,-2.56,23.7,31.39,Neutral,4.76,45.9935,Bearish,★★☆☆☆ →,-13.88,0.0,-11.62,No,Not expected,Not imminent,2.0,Decreasing,0.02,-13.88,Balanced metrics,39.52,Low,,1628.0,,-
OPFI,Financial Services,9.32,-5.19,23.62,41.26,Neutral,6.52,9.8627,Bearish,★★☆☆☆ →,-7.26,0.0,-5.5,No,Not expected,Not imminent,2.3,Increasing,0.0,-7.26,Balanced metrics,9.18,High,,1407.5,,-
KLAR,Technology,34.88,1.78,23.62,41.01,Neutral,4.78,36.7045,Bearish,★★☆☆☆ →,-6.64,0.0,-4.97,No,Not expected,Not imminent,1.2,Decreasing,0.02,-6.64,Balanced metrics,34.42,Low,,1378.0,,-
